"","Harvest","Species","CI_10","CI_20","CI_50","CI_80","CI_90","trait"
"223","h1","ELTR",12.9690309874093,22.0700672744236,33.7005520497791,43.7812801915637,50.5083997494679,"SRL"
"224","h1","HEAN",-3.08781290610305,4.31876840438873,15.4126517965603,25.9743937407846,33.8557649592174,"SRL"
"225","h1","HECO",-5.60364742598762,2.19354569466343,12.646795608338,22.4384332084315,29.6074432557118,"SRL"
"226","h1","HEVI",10.6702725160733,19.9998731984242,30.9943901354815,41.4759894829,48.1235418900666,"SRL"
"227","h1","MACA",13.5443826813351,21.8832179472238,32.3371798182916,41.9971320225938,48.8042102699495,"SRL"
"228","h1","MUPO",4.14009092562342,12.2888103510787,23.8727909045606,35.0997931316541,41.2101422891924,"SRL"
"229","h1","PAMU",24.9474845051789,33.3113420065215,44.1955177682421,53.9027835872397,61.2627601792732,"SRL"
"230","h1","PLPA",18.7792223568864,27.1168962288237,37.5021111937706,46.744673554169,53.0635260515191,"SRL"
"231","h1","VUOC",46.9367089415408,57.0440876105911,68.6111542753196,77.9123722560972,84.0991074728198,"SRL"
"232","h2","ACMI",53.9306139210933,57.8291690468315,65.6657226209585,72.9704060038279,76.9260646963018,"SRL"
"233","h2","ARTR",-0.514451283314706,4.49546964410493,14.6107684719698,23.9985602557825,29.6033327322994,"SRL"
"234","h2","ELTR",-13.4364154165584,-7.63215565387949,3.34716824670803,13.7322824604262,19.5348524102757,"SRL"
"235","h2","HEAN",-27.5243888077824,-21.9462591758623,-11.6540280930388,-0.505590065222282,5.4220292307737,"SRL"
"236","h2","HECO",-30.8110910315466,-25.7168658474953,-15.7718317436683,-5.63882792299497,-0.570634731772094,"SRL"
"237","h2","HEVI",-18.9923180466214,-13.4238763748818,-2.74344718237971,7.83395410406366,13.764184899277,"SRL"
"238","h2","MACA",-6.55469581749236,-1.82054432933288,7.83000910669482,17.5089292797254,23.1786646668166,"SRL"
