"","Harvest","Species","CI_10","CI_20","CI_50","CI_80","CI_90","trait"
"245","h3","ELTR",0.114806369207324,0.400686282121628,0.959356084467008,1.52913475474077,1.79649267805126,"rel_SRL2"
"246","h3","HEAN",0.329885063555739,0.611225064221696,1.15584117702471,1.68606653231392,1.97544114639427,"rel_SRL2"
"247","h3","HECO",0.467222551293835,0.742088310185752,1.25140700987551,1.77002019572011,2.03620177945895,"rel_SRL2"
"248","h3","HEVI",0.419006026944382,0.679521067861056,1.24679986439805,1.78006489353593,2.05449246449046,"rel_SRL2"
"249","h3","MACA",-0.108796062868685,0.15742320284149,0.680650382766748,1.16696930517293,1.41362873801993,"rel_SRL2"
"250","h3","MUPO",-0.490622110196859,-0.174618324285906,0.425263838472931,0.977425618958132,1.31047368263025,"rel_SRL2"
"251","h3","PAMU",0.162522481291228,0.42895379261056,0.957471959997642,1.46879288730422,1.72204240959153,"rel_SRL2"
"252","h3","PLPA",0.362807126858176,0.636324279625944,1.13306645035747,1.61262747413871,1.88431520514726,"rel_SRL2"
"253","h3","VUOC",0.256287560559346,0.54146946803818,1.06147465737424,1.57586647187578,1.84864539775681,"rel_SRL2"
"254","h4","ACMI",NA,NA,NA,NA,NA,"rel_SRL2"
"255","h4","ARTR",0.534253865527564,0.817551844108759,1.33185728392531,1.80627091041169,2.04724287124075,"rel_SRL2"
"256","h4","ELTR",0.147796702746864,0.447292547913858,0.987910906738343,1.54880047240026,1.83256178797955,"rel_SRL2"
"257","h4","HEAN",0.356023883075533,0.691143945970949,1.32209307370085,1.96206379854097,2.25946493016085,"rel_SRL2"
"258","h4","HECO",0.545324848364509,0.826488271690005,1.34090073190822,1.85675299540114,2.12491096008943,"rel_SRL2"
"259","h4","HEVI",0.358932098288261,0.645743244246251,1.2148227485416,1.76252825330796,2.05024374195696,"rel_SRL2"
"260","h4","MACA",0.581171741345269,0.849122394609051,1.36875561448704,1.86706621469985,2.12901606684922,"rel_SRL2"
"261","h4","MUPO",0.145242899625751,0.434104526813988,1.02789688314023,1.61604040459014,1.93995367231685,"rel_SRL2"
"262","h4","PAMU",0.184660153681794,0.455934349205601,0.978101778344651,1.48941305756883,1.75139866657812,"rel_SRL2"
"263","h4","PLPA",0.793571171816314,1.06495572861894,1.57008990351006,2.05823042514889,2.32847186569067,"rel_SRL2"
"264","h4","VUOC",0.754213192427862,1.03675912248111,1.56099879677915,2.07725409867229,2.34598350500156,"rel_SRL2"
